pregunta,kcal_real,texto_ref,respuesta_rag,kcal_rag,mape_rag,error_abs_rag,coseno_rag,tiempo_rag,clasif_rag,respuesta_gpt,kcal_gpt,mape_gpt,error_abs_gpt,coseno_gpt,tiempo_gpt,clasif_gpt,respuesta_claude,kcal_claude,mape_claude,error_abs_claude,coseno_claude,tiempo_claude,clasif_claude,tokens_in_rag,tokens_out_rag,tokens_in_gpt,tokens_out_gpt,tokens_in_claude,tokens_out_claude,score_similitud_rag,chunks_recuperados_rag,kcal_fuente_rag,claude_model_usado
¿Cuántas calorías tiene la cañihua amarilla por 100 gramos?,381,"La cañihua variedad amarilla contiene 381 kcal por 100g según la TPCA CENAN/INS. Aporta 15.7g de proteínas, 7.5g de grasas y 62.5g de carbohidratos. IG 45, bajo. RECOMENDADO para pacientes con diabetes tipo 2.",La cañihua amarilla contiene 381.0 kcal por 100g según la TPCA CENAN/INS.,381.0,0.0,0.0,0.42363652580968464,7602.825900001335,Excelente,"Calorías: 368 kcal  
La cañihua amarilla es un pseudocereal rico en nutrientes y se considera una buena fuente de proteínas y fibra. Por cada 100 gramos, contiene aproximadamente 368 calorías. Este alimento es popular en la dieta andina y se utiliza en diversas preparaciones. Sin embargo, los valores pueden variar ligeramente según la fuente y el método de preparación.",368.0,3.4120734908136483,13.0,0.12100330993789474,3317.0492999997805,Excelente,"Calorías: 356 kcal

La cañihua amarilla es un pseudocereal andino similar a la quinua, originario de Perú y Bolivia. Por cada 100 gramos de cañihua seca, aporta aproximadamente 356 calorías.

Este valor se basa en su composición nutricional típica: contiene alrededor de 14% de proteína, 65% de carbohidratos y 9% de grasas. Es una excelente fuente de proteína completa con todos los aminoácidos esenciales, además de fibra, minerales como hierro y magnesio.

Nota: Este dato proviene de tablas nutricionales estándar, pero no tengo acceso a la base de datos TPCA específica para confirmar este valor con precisión absoluta.",356.0,6.561679790026247,25.0,0.20686801039147149,2571.4073999988614,Excelente,4372.0,27.0,198.0,81.0,249.0,203.0,0.4387,10.0,contexto,claude-haiku-4-5-20251001
¿Cuántas calorías y minerales tiene la cañihua? ¿Es mejor que la quinua para diabéticos?,381,"La cañihua contiene 381 kcal por 100g, con 15.7g proteínas (mayor que quinua 13.6g). Rica en hierro y calcio según la TPCA. IG 45, menor que quinua (IG 53). RECOMENDADO para DM2. Es el grano andino menos conocido pero con mayor densidad nutricional.","La cañihua contiene 382 kcal por 100g según la TPCA CENAN/INS. En cuanto a minerales, por cada 100g, la cañihua aporta:

- Calcio: 87 mg
- Hierro: 10.8 mg
- Fósforo: 335 mg

La cañihua es una excelente opción para personas con diabetes tipo 2, ya que tiene un Índice Glucémico (IG) de 45, lo que la clasifica como un alimento de IG bajo, recomendado para esta condición. 

Comparada con la quinua, que tiene un IG de 53, la cañihua puede ser ligeramente mejor en términos de control glucémico debido a su IG más bajo. Además, la cañihua tiene un contenido de proteínas similar y aporta una buena cantidad de fibra, lo que también es beneficioso para el manejo de la glucosa en sangre.

Sin embargo, ambas son opciones saludables y nutritivas. La elección entre cañihua y quinua puede depender de la disponibilidad y preferencias personales. ¡Ambas son excelentes elecciones!",382.0,0.26246719160104987,1.0,0.22647187228467464,10563.116199999058,Excelente,"Calorías: 368 kcal  
La cañihua es un pseudocereal que contiene aproximadamente 368 calorías por cada 100 gramos. Es rica en minerales como hierro, calcio y fósforo. En comparación con la quinua, la cañihua tiene un índice glucémico más bajo, lo que puede ser beneficioso para personas diabéticas. Sin embargo, la elección entre cañihua y quinua depende de las necesidades nutricionales específicas de cada persona. No tengo datos TPCA sobre la comparación directa de ambas para diabéticos.",368.0,3.4120734908136483,13.0,0.1685732060636393,3052.25480000081,Excelente,"Calorías: 356 kcal

La cañihua es un pseudocereal andino similar a la quinua, con aproximadamente 356 kcal por 100g cocido. Contiene minerales como hierro, magnesio, fósforo y zinc.

Respecto a diabéticos: ambas tienen índice glucémico bajo y alto contenido proteico. La cañihua tiene ligeramente más fibra que la quinua, lo que puede beneficiar el control glucémico. Sin embargo, no hay evidencia concluyente de que sea ""mejor"" para diabéticos; ambas son opciones saludables. Lo importante es la porción y el contexto dietético general.

No tengo datos TPCA específicos sobre minerales exactos de la cañihua, por lo que recomiendo consultar tablas nutricionales actualizadas o un nutricionista.",356.0,6.561679790026247,25.0,0.1689144944167418,2677.1042000000307,Excelente,4551.0,232.0,205.0,114.0,258.0,214.0,0.5493,10.0,contexto,claude-haiku-4-5-20251001
¿Cuántas calorías tiene la cañihua parda? ¿Sirve para controlar la glucosa?,355,"La cañihua parda contiene 355 kcal por 100g según la TPCA CENAN/INS. Aporta 13.8g de proteínas, 3.5g de grasas y 66.2g de carbohidratos. IG 45. RECOMENDADO para control glucémico en DM2 por su bajo índice glucémico.","La cañihua parda contiene 355.0 kcal por 100g según la TPCA CENAN/INS. 

Sí, la cañihua es una excelente opción para ayudar a controlar la glucosa. Tiene un Índice Glucémico (IG) de 45, lo que se considera bajo, y es rica en proteínas (13.8g) y fibra, lo que ayuda a ralentizar la absorción de glucosa en el organismo. Esto puede contribuir a mantener niveles de glucosa más estables después de las comidas. ¡Es una gran elección para tu dieta!",355.0,0.0,0.0,0.3153259488598731,8283.68749999936,Excelente,"Calorías: N/A  
La cañihua parda es un pseudocereal que se consume en diversas partes de América del Sur. Sin embargo, no tengo datos específicos sobre su contenido calórico. En cuanto a su efecto sobre el control de la glucosa, algunos estudios sugieren que los pseudocereales pueden tener un índice glucémico más bajo, lo que podría ayudar a regular los niveles de azúcar en sangre, pero se necesita más investigación para confirmarlo.",,,,0.14049359282362625,2892.2893999988446,Sin dato,"Calorías: 356 kcal

La cañihua parda es un pseudocereal andino con alto contenido proteico (alrededor de 14g por 100g). Contiene aproximadamente 356 calorías por cada 100 gramos de producto seco.

Respecto al control de glucosa: tiene un índice glucémico bajo a moderado gracias a su contenido de fibra y proteína, lo que ralentiza la absorción de carbohidratos. Esto la hace útil para mantener niveles estables de glucosa en sangre.

Es rica en minerales como hierro, magnesio y fósforo. Sin embargo, no tengo datos TPCA específicos para la cañihua parda que confirmen estos valores con precisión absoluta.",356.0,0.28169014084507044,1.0,0.2370771924565911,2831.516799997189,Excelente,4698.0,124.0,203.0,98.0,256.0,192.0,0.5468,10.0,contexto,claude-haiku-4-5-20251001
¿Cuántas calorías tiene la kiwicha o amaranto por 100 gramos según la TPCA?,351,"La kiwicha o amaranto contiene 351 kcal por 100g según la TPCA CENAN/INS 2025. Aporta 12.8g de proteínas, 6.6g de grasas y 69.1g de carbohidratos. Tiene 9.3g de fibra dietaria. IG 35, bajo.",La kiwicha o amaranto contiene 351 kcal por 100g según la TPCA CENAN/INS.,351.0,0.0,0.0,0.44943641652398186,7060.06300000081,Excelente,"Calorías: 371 kcal  
La kiwicha o amaranto tiene un contenido calórico de aproximadamente 371 kcal por cada 100 gramos. Este pseudocereal es conocido por su alto valor nutricional, incluyendo proteínas, fibra y minerales. Es una excelente opción para incluir en dietas saludables.",371.0,5.698005698005698,20.0,0.12513970449193468,1979.6605000010459,Excelente,"Calorías: 371 kcal

La kiwicha o amaranto contiene aproximadamente 371 calorías por cada 100 gramos según datos de composición de alimentos. Este valor corresponde al grano seco sin cocinar.

El amaranto es un pseudocereal muy nutritivo, rico en proteínas (alrededor de 13-14 gramos por 100g), fibra y minerales como el calcio, hierro y magnesio. Al cocinar, el volumen aumenta significativamente y las calorías por porción disminuyen debido a la absorción de agua.

Nota: No tengo acceso directo a la TPCA (Tabla Peruana de Composición de Alimentos), pero este valor es consistente con bases de datos nutricionales internacionales reconocidas para el amaranto.",371.0,5.698005698005698,20.0,0.20883642063833266,2649.1704000000027,Excelente,4804.0,25.0,202.0,62.0,255.0,202.0,0.4761,10.0,contexto,claude-haiku-4-5-20251001
¿Cuántas calorías tiene la kiwicha y cuál es su índice glucémico? ¿Es mejor que la quinua para DM2?,351,"La kiwicha tiene 351 kcal/100g con IG 35, menor que la quinua (IG 53). Ambas tienen similar contenido calórico pero la kiwicha tiene mayor fibra (9.3g vs 5.9g). RECOMENDADO para DM2. El menor IG de la kiwicha produce menor pico glucémico postprandial.","La kiwicha contiene 351 kcal por 100g según la TPCA CENAN/INS, y su índice glucémico (IG) es de 35, lo que la clasifica como un alimento de IG bajo, recomendado para diabetes.

En comparación con la quinua, que tiene un IG de 53 (medio), la kiwicha es una mejor opción para personas con diabetes tipo 2, ya que su IG más bajo puede ayudar a mantener niveles de glucosa más estables en sangre. Además, la kiwicha es rica en proteínas y fibra, lo que también contribuye a un mejor control glucémico.

Recuerda que, aunque la kiwicha es una excelente opción, es importante considerar la variedad en la dieta y consultar con tu médico o nutricionista para un plan personalizado. ¡Cada elección cuenta!",400.0,13.96011396011396,49.0,0.2906084787089232,9208.432699997502,Aceptable,"Calorías: 368 kcal  
La kiwicha, también conocida como amaranto, tiene aproximadamente 368 kcal por cada 100 gramos. Su índice glucémico es más bajo que el de la quinua, lo que la hace una opción favorable para personas con diabetes tipo 2 (DM2). Sin embargo, la elección entre kiwicha y quinua puede depender de otros factores nutricionales y preferencias personales. No tengo datos específicos sobre la comparación directa de ambas en el contexto de DM2.",368.0,4.843304843304843,17.0,0.21339140827930905,3506.8640999998024,Excelente,"Calorías: 358 kcal

La kiwicha (amaranto) contiene aproximadamente 358 kcal por 100g en grano seco. Su índice glucémico es bajo (alrededor de 35), similar al de la quinua (53). Ambas son pseudocereales con proteína completa y fibra.

Para diabetes tipo 2, la kiwicha tiene ventaja: mayor contenido de fibra (7g/100g vs 5g en quinua) y menor IG. Ambas son mejores que cereales refinados, pero las porciones deben ser controladas. No tengo datos TPCA específicos comparativos, pero la evidencia sugiere que la kiwicha es ligeramente superior por su perfil glucémico.",358.0,1.9943019943019942,7.0,0.32232080890887044,2635.6888999980583,Excelente,4892.0,171.0,210.0,103.0,264.0,186.0,0.5296,10.0,contexto,claude-haiku-4-5-20251001
¿Cuántas calorías tiene la kiwicha reventada o pop? ¿Es un buen snack para diabéticos?,351,La kiwicha pop o reventada mantiene un perfil calórico similar (~351 kcal/100g) según la TPCA. Al no agregar azúcar es RECOMENDADO como snack para DM2. Aportar fibra y proteínas que reducen el hambre entre comidas. Porción: 30g.,"La kiwicha pop de Lima contiene 410.0 kcal por 100g según la TPCA CENAN/INS. 

En cuanto a si es un buen snack para diabéticos, la kiwicha tiene un Índice Glucémico (IG) de 35, lo que la clasifica como un alimento de IG bajo. Esto significa que su consumo no provoca picos significativos en los niveles de glucosa en sangre, lo que es beneficioso para las personas con diabetes tipo 2. Además, la kiwicha es rica en proteínas y fibra, lo que ayuda a mantener la saciedad y a regular la glucosa.

Sin embargo, es importante controlar las porciones, ya que 100g puede ser una cantidad elevada para un snack. Te recomendaría consumir una porción más pequeña y equilibrarla con otros alimentos, como vegetales o proteínas, para un mejor control glucémico. ¡Siempre consulta con tu médico o nutricionista antes de hacer cambios en tu dieta!",410.0,16.80911680911681,59.0,0.19378419501685343,9268.524299997807,Aceptable,"Calorías: N/A  
No tengo datos específicos sobre las calorías de la kiwicha reventada o pop. Sin embargo, la kiwicha es un pseudocereal rico en proteínas y fibra, lo que puede ser beneficioso para los diabéticos al ayudar a controlar los niveles de azúcar en sangre. Como snack, es importante considerar la cantidad y la preparación, ya que los métodos de cocción y los ingredientes adicionales pueden afectar su perfil nutricional. Se recomienda consultar a un profesional de la salud para obtener orientación específica.",,,,0.1558867014447928,3218.2912999996915,Sin dato,"Calorías: 387 kcal

La kiwicha reventada (pop) tiene aproximadamente 387 calorías por cada 100 gramos en su forma natural sin adiciones. Este valor puede variar si se le añade sal, aceite u otros condimentos durante la preparación.

Respecto a diabéticos: es una opción relativamente buena. La kiwicha tiene un índice glucémico moderado y aporta fibra, proteína y minerales. Sin embargo, es importante consumirla sin azúcar añadida ni caramelo. Las porciones deben ser controladas (un puñado pequeño) y siempre bajo supervisión médica o nutricional, ya que cada persona diabética tiene necesidades diferentes.",387.0,10.256410256410255,36.0,0.09139702296982447,2815.885199997865,Aceptable,4836.0,204.0,205.0,109.0,259.0,178.0,0.4843,10.0,contexto,claude-haiku-4-5-20251001
¿Puedes sugerirme un desayuno con quinua para un paciente con diabetes tipo 2? ¿Cuántas calorías tiene la quinua?,351,"Desayuno RECOMENDADO para DM2: Quinua (351 kcal/100g, IG 53) con leche fresca (62 kcal/100g, IG 27). Combinar 50g de quinua cocida (89 kcal) + 200ml leche = ~200 kcal totales. Esta combinación aporta proteínas completas y calcio sin elevar la glucosa bruscamente.","La quinua contiene 351 kcal por 100g según la TPCA CENAN/INS.

🍽️ **Desayuno de Quinua con Frutas y Yogur**
⏱️ Tiempo: 20 minutos | Dificultad: fácil
💰 **Accesibilidad:** 🟢 Económico

📋 **Ingredientes:**
- Quinua cocida (100g)
- Yogur natural sin azúcar (100g)
- Aguaymanto (30g) o cualquier fruta fresca de bajo IG como fresas o arándanos (30g)
- Canela al gusto

👨‍🍳 **Preparación:**
1. Cocina la quinua en agua hasta que esté suave (aproximadamente 15 minutos). Escurre y deja enfriar.
2. Mezcla la quinua cocida con el yogur natural.
3. Agrega los aguaymantos (o la fruta elegida) y espolvorea con canela al gusto.

🥦 **Orden de consumo (Food Sequencing):**
1.° Come primero: **aguaymanto** (o fruta)
2.° Luego: **yogur con quinua**
3.° Al final: **puedes disfrutar de más aguaymanto si deseas**

📊 **Información nutricional estimada (por porción):**
- Calorías: 350 kcal
- Carbohidratos: 45g
- Proteínas: 15g
- Grasas: 7g
- Fibra: 6g
- IG estimado: Bajo

🧠 **¿Por qué esta receta es buena para ti?**
La quinua (IG=53) aporta proteína vegetal y fibra que ralentiza la absorción del azúcar, lo que es beneficioso para el control de la glucosa. El yogur natural proporciona probióticos que favorecen la salud digestiva, y el aguaymanto es rico en antioxidantes y tiene un IG bajo.

💡 **Tips DM2:**
- Puedes variar las frutas según la temporada y disponibilidad, siempre eligiendo opciones con bajo IG.

🔄 **Alternativas:**
- Si no tienes aguaymanto, puedes usar fresas o arándanos, que también son opciones saludables y de bajo IG.",337.0,3.9886039886039883,14.0,0.17259698365536588,13212.953100002778,Excelente,"Calorías: 368 kcal  
La quinua es un excelente desayuno para personas con diabetes tipo 2, ya que es rica en proteínas y fibra, lo que ayuda a mantener estables los niveles de azúcar en sangre. Una porción de 100 gramos de quinua cocida contiene aproximadamente 120 calorías. Puedes combinarla con frutas bajas en azúcar, como fresas o arándanos, y un poco de yogur natural para un desayuno equilibrado. Sin embargo, los valores pueden variar según la preparación y los ingredientes adicionales.",368.0,4.843304843304843,17.0,0.1003800673024227,3703.697300003114,Excelente,"Calorías: 222 kcal

La quinua cocida (por 100g) contiene aproximadamente 222 calorías. Es una excelente opción para diabéticos porque tiene bajo índice glucémico (IG ~53) y alto contenido de fibra y proteína.

Desayuno sugerido para diabetes tipo 2:
- 1 taza de quinua cocida (150g): ~333 kcal
- 1 huevo pochado: ~70 kcal
- Verduras (espinaca, tomate): ~25 kcal
- 1 cucharada de aceite de oliva: ~120 kcal
Total aproximado: 548 kcal

Este desayuno proporciona proteína, fibra y grasas saludables que ayudan a estabilizar glucosa. Recomiendo consultar con el nutriólogo del paciente para ajustar porciones según sus necesidades individuales.",222.0,36.75213675213676,129.0,0.199653931610892,2900.557900000422,Revisar,4656.0,474.0,208.0,110.0,266.0,235.0,0.5553,10.0,contexto,claude-haiku-4-5-20251001
¿Qué desayuno con avena es recomendado para un diabético? ¿Cuántas calorías tiene la avena?,333,"Desayuno RECOMENDADO para DM2: Avena hojuela (333 kcal/100g, IG 55) + aguaymanto (53 kcal, IG 25). Preparar 40g de avena cocida (~130 kcal) + 100g aguaymanto (53 kcal) = ~183 kcal totales. El beta-glucano de la avena ralentiza la absorción de glucosa; el aguaymanto aporta vitamina C y antioxidantes.","La avena contiene 54.0 kcal por 100g según la TPCA CENAN/INS.

🍽️ **Desayuno de Avena con Frutas y Nueces**
⏱️ Tiempo: 10 minutos | Dificultad: fácil
💰 **Accesibilidad:** 🟢 Económico

📋 **Ingredientes:**
- Avena (30g)
- Agua o leche descremada (1 taza)
- Aguaymanto (30g) o cualquier fruta baja en IG
- Nueces (10g)

👨‍🍳 **Preparación:**
1. Cocina la avena en agua o leche descremada a fuego medio, removiendo hasta que espese (aproximadamente 5-7 minutos).
2. Agrega el aguaymanto o la fruta elegida y las nueces al final de la cocción.
3. Mezcla bien y sirve caliente.

🥦 **Orden de consumo (Food Sequencing):**
1.° Come primero: aguaymanto (o fruta)
2.° Luego: avena
3.° Al final: nueces

📊 **Información nutricional estimada (por porción):**
- Calorías: 180 kcal
- Carbohidratos: 30g
- Proteínas: 6g
- Grasas: 7g
- Fibra: 5g
- IG estimado: bajo

🧠 **¿Por qué esta receta es buena para ti?**
La avena (IG=55) es una excelente fuente de fibra, lo que ayuda a regular la glucosa en sangre. El aguaymanto es bajo en IG (IG=25) y aporta antioxidantes, mientras que las nueces ofrecen grasas saludables y proteínas.

💡 **Tips DM2:**
- Puedes variar las frutas según la temporada, pero siempre elige opciones con bajo índice glucémico.

🔄 **Alternativas:**
- Si no tienes aguaymanto, puedes usar fresas o manzana en trozos.",54.0,83.78378378378379,279.0,0.2240736840812986,14157.521099998121,Revisar,"Calorías: 389 kcal  
La avena es una excelente opción para el desayuno de una persona diabética, ya que tiene un bajo índice glucémico y es rica en fibra, lo que ayuda a controlar los niveles de azúcar en sangre. Un desayuno recomendado podría ser avena cocida con agua o leche baja en grasa, y se le puede añadir frutas como fresas o arándanos. Sin embargo, el contenido calórico puede variar según los ingredientes adicionales. Para obtener un valor exacto de calorías, se debe considerar la cantidad y el tipo de avena utilizada.",389.0,16.816816816816818,56.0,0.15265811683856773,3320.8921999976155,Aceptable,"Calorías: 150 kcal

Una porción de avena cocida (40g de avena cruda) contiene aproximadamente 150 kcal. Para un diabético, se recomienda:

- Usar avena integral sin azúcares añadidos
- Combinarla con proteína (huevo, yogur griego) para estabilizar glucosa
- Agregar fibra (frutos rojos, nueces) que ralentizan la absorción
- Evitar miel, azúcar o cereales azucarados
- Mantener la porción en 40-50g de avena cruda

La avena tiene bajo índice glucémico, lo que la hace adecuada para diabéticos si se prepara sin azúcares refinados.",150.0,54.95495495495496,183.0,0.19152368050467708,3015.2408000030846,Revisar,4636.0,426.0,203.0,119.0,261.0,188.0,0.4895,10.0,contexto,claude-haiku-4-5-20251001
¿Qué almuerzo con cebada es adecuado para diabetes? ¿Cuántas calorías tiene la cebada?,284,"Almuerzo RECOMENDADO para DM2: Cebada perlada (284 kcal cruda, IG 28) + brócoli (34 kcal) + zanahoria (44 kcal). 50g cebada cocida (~30 kcal) + 100g brócoli + 50g zanahoria = ~100 kcal del plato base. La cebada con fibra 17.3g es el cereal más favorable para DM2 por su IG 28 ultra bajo.","La cebada contiene 284 kcal por 100g según la TPCA CENAN/INS.

🍽️ **Ensalada de cebada con verduras y pollo**
⏱️ Tiempo: 30 minutos | Dificultad: fácil
💰 **Accesibilidad:** 🟢 Económico

📋 **Ingredientes:**
- Cebada (1 taza cocida, aproximadamente 150g)
- Pechuga de pollo (100g)
- Espinacas (1 taza)
- Tomate (1 mediano)
- Cebolla (1/2 pequeña)
- Aceite de oliva (1 cucharada)
- Limón (al gusto)
- Sal y pimienta (al gusto)

👨‍🍳 **Preparación:**
1. Cocina la cebada en agua con una pizca de sal hasta que esté suave (aproximadamente 20 minutos). Escurre y reserva.
2. Cocina la pechuga de pollo a la plancha o hervida, sazona con sal y pimienta, y corta en trozos.
3. En un bol, mezcla las espinacas, el tomate y la cebolla picada.
4. Agrega la cebada cocida y el pollo a la mezcla de verduras.
5. Aliña con aceite de oliva, jugo de limón, sal y pimienta al gusto.

🥦 **Orden de consumo (Food Sequencing):**
1.° Come primero: **Ensalada de espinacas, tomate y cebolla**
2.° Luego: **Pollo**
3.° Al final: **Cebada**

📊 **Información nutricional estimada (por porción):**
- Calorías: 350 kcal
- Carbohidratos: 45g
- Proteínas: 30g
- Grasas: 10g
- Fibra: 8g
- IG estimado: 28 (bajo)

🧠 **¿Por qué esta receta es buena para ti?**
La cebada (IG=28) es un cereal con bajo índice glucémico que ayuda a mantener estables los niveles de azúcar en sangre. Además, es rica en fibra, lo que favorece la saciedad y mejora la salud digestiva. El pollo aporta proteínas magras, esenciales para la reparación y crecimiento muscular.

💡 **Tips DM2:**
- Asegúrate de medir las porciones de cebada cocida para no exceder los 45g de carbohidratos en una comida.

🔄 **Alternativas:**
- Si no tienes pollo, puedes usar atún o legumbres como lentejas o garbanzos.",328.0,15.492957746478872,44.0,0.15292804075331487,13359.525500000018,Aceptable,"Calorías: 352 kcal  
La cebada es un grano integral que puede ser beneficioso para personas con diabetes debido a su bajo índice glucémico y alto contenido de fibra. Un almuerzo adecuado podría incluir ensalada de cebada con verduras frescas, legumbres y una fuente de proteína magra. Esto ayuda a mantener estables los niveles de azúcar en sangre. Sin embargo, las calorías pueden variar según los ingredientes adicionales.",352.0,23.943661971830984,68.0,0.09052213956795004,2715.0252999999793,Revisar,"Calorías: 354 kcal

La cebada cocida (por 100g) contiene aproximadamente 354 calorías. Para un almuerzo diabético, la cebada es una buena opción porque tiene un índice glucémico bajo a medio, lo que ayuda a controlar los niveles de azúcar en sangre.

Un almuerzo equilibrado podría incluir: cebada cocida (porción de 150g), proteína magra como pollo o pescado, y verduras sin almidón (brócoli, espinaca, zanahorias). Esto proporciona fibra, proteína y nutrientes sin picos de glucosa.

Importante: consulta con tu médico o nutricionista para ajustar las porciones según tu plan de control glucémico específico.",354.0,24.647887323943664,70.0,0.11900060694929196,2369.562500000029,Revisar,4562.0,550.0,202.0,91.0,261.0,196.0,0.5319,10.0,contexto,claude-haiku-4-5-20251001
¿Puedes recomendarme un almuerzo con tarwi para un paciente con diabetes? ¿Cuántas calorías tiene?,115,"Almuerzo RECOMENDADO para DM2: Tarwi cocido (115 kcal/100g, IG 16) + ensalada de tomate (20 kcal) + palta (177 kcal). 100g tarwi + 100g tomate + 50g palta = ~225 kcal totales. El tarwi aporta 15.6g proteínas; la palta grasas monoinsaturadas que mejoran sensibilidad a insulina.","🍽️ **Ensalada de Tarwi con Verduras**
⏱️ Tiempo: 30 minutos | Dificultad: fácil
💰 **Accesibilidad:** 🟢 Económico

📋 **Ingredientes:**
- Tarwi cocido (100g)
- Espinaca fresca (50g)
- Tomate (50g)
- Pepino (50g)
- Cebolla morada (30g)
- Jugo de limón (al gusto)
- Sal y pimienta (al gusto)

👨‍🍳 **Preparación:**
1. Cocina el tarwi en agua hirviendo durante aproximadamente 20 minutos hasta que esté tierno. Escurre y deja enfriar.
2. Lava bien las espinacas, el tomate y el pepino. Corta el tomate y el pepino en cubos pequeños y la cebolla en rodajas finas.
3. En un tazón grande, mezcla las espinacas, el tomate, el pepino y la cebolla.
4. Agrega el tarwi cocido a la ensalada y mezcla suavemente.
5. Aliña con jugo de limón, sal y pimienta al gusto.

🥦 **Orden de consumo (Food Sequencing):**
1.° Come primero: **ensalada de espinaca, tomate, pepino y cebolla.**
2.° Luego: **tarwi.**
3.° Al final: **no se recomienda agregar carbohidratos adicionales, ya que el tarwi es suficiente.**

📊 **Información nutricional estimada (por porción):**
- Calorías: 160 kcal
- Carbohidratos: 20g
- Proteínas: 12g
- Grasas: 5g
- Fibra: 8g
- IG estimado: 15 (bajo)

🧠 **¿Por qué esta receta es buena para ti? (XAI)**
El tarwi (IG=15) es una excelente fuente de proteína vegetal y fibra, lo que ayuda a mantener estables los niveles de glucosa en sangre. La fibra también contribuye a la saciedad y mejora la salud digestiva.

💡 **Tips DM2:**
- Asegúrate de consumir la ensalada primero para maximizar el control de la glucosa.

🔄 **Alternativas:**
- Si no tienes tarwi, puedes usar lentejas o garbanzos cocidos como fuente de proteína.

¡Espero que disfrutes de esta deliciosa y saludable ensalada! 🌱",57.0,50.43478260869565,58.0,0.19741064220701207,11806.191300001956,Revisar,"Calorías: N/A  
El tarwi, también conocido como chocho, es una legumbre rica en proteínas y fibra, lo que lo convierte en una buena opción para personas con diabetes. Se puede preparar en ensaladas o guisos, combinándolo con verduras frescas y una fuente de grasa saludable como el aguacate. Sin embargo, no tengo datos específicos sobre el contenido calórico del tarwi en una receta particular. Te recomendaría consultar una base de datos nutricional o un profesional de la salud para obtener información precisa.",,,,0.0622851792815972,3096.717799999169,Sin dato,"Calorías: 285 kcal

El tarwi (lupino andino) es excelente para diabéticos por su alto contenido de proteína (14g por 100g cocido) y bajo índice glucémico. Una porción de 150g de tarwi cocido aporta aproximadamente 285 kcal.

Almuerzo recomendado:
- 150g de tarwi cocido
- Ensalada de verduras (lechuga, tomate, pepino)
- 100g de pollo a la plancha
- 1 porción de camote pequeño (80g)

Esta combinación proporciona proteína de calidad, fibra y nutrientes sin picos de glucosa. El tarwi es particularmente beneficioso porque sus proteínas ayudan a mantener saciedad prolongada.

Nota: Las calorías pueden variar según preparación y condimentos. Recomiendo consultar con un nutriólogo para ajustar porciones según necesidades individuales del paciente.",285.0,147.82608695652172,170.0,0.18384848923190408,2948.560200002248,Revisar,4391.0,526.0,203.0,110.0,261.0,251.0,0.5779,10.0,contexto,claude-haiku-4-5-20251001
